n_provincia	n_partido	n_localidad	n_barrio	n_calle	n_numero	n_CP
RIO NEGRO	GENERAL ROCA	GENERAL ROCA	CASCO CENTRICO	TUCUMAN	513	8332
ENTRE RIOS	PARANA	PARANA	VILLA URANGA	AV ALMAFUERTE	2359	3100
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	ECUADOR	698	1214
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	RIOBAMBA	463	1025
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	MARTIN I DE LOYOLA	238	1414
MISIONES	CAPITAL	POSADAS	CENTRO	PRES BERNARDINO RIVADAVIA	1642	3300
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	DR F MUÑIZ	548	1234
BUENOS AIRES	FLORENCIO VARELA	FLORENCIO VARELA	CENTRO	GRANADEROS	259	1888
BUENOS AIRES	VICENTE LOPEZ	VILLA MARTELLI		BENJAMIN FRANKLIN	655	1603
BUENOS AIRES	TIGRE	DON TORCUATO		E LAMARCA	2884	1611
BUENOS AIRES	GENERAL PUEYRREDON	MAR DEL PLATA	EL GAUCHO	AV DR JUAN BAUTISTA JUSTO	5840	7611
BUENOS AIRES	NECOCHEA	NECOCHEA		CALLE 62	3145	7630
MENDOZA		SAN JOSE		 AV ACCESO ESTE		
CORDOBA	CAPITAL	CORDOBA	LAS FLORES	NAPOLES	3160	5016
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN CRISTOBAL	PASCO	1554	1251
BUENOS AIRES	GENERAL SAN MARTIN	GENERAL SAN MARTIN	PTDO. GENERAL SAN MARTIN	CORONEL MONN		
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	MOM PEDRO	3366	1437
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	ANTONIO BERUTI	3538	1425
FORMOSA	FORMOSA	FORMOSA	SARMIENTO	GRAL MANUEL BELGRANO	1470	3600
BUENOS AIRES	GENERAL SAN MARTIN	SAN ANDRES		CALLE 23	4001	1651
BUENOS AIRES	LA MATANZA	RAMOS MEJIA		CONESA	31	1704
SALTA	ORAN	SAN RAMON DE LA NUEVA ORAN		CNEL EGUES	422	4530
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PATERNAL	YERUA	4915	1427
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	DOMINGO F SARMIENTO	846	1041
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	TOMAS ANTONIO VALLE	126	1424
BUENOS AIRES	CAMPANA	CAMPANA		URUGUAY	205	2804
MISIONES	EL DORADO	ELDORADO		NUÑEZ CABEZA DE VACA	2925	3380
SAN JUAN		SAN JUAN	LOS ALAMOS	SOLER SUR		5400
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA SANTA RITA	SAN NICOLAS	934	1407
BUENOS AIRES	HURLINGHAM	HURLINGHAM		DR A JAURETCHE	995	1686
CORDOBA		ALTA GRACIA		AVENIDA LIBERTADOR		5186
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN TELMO	BALCARCE	1095	1064
BUENOS AIRES	BERISSO	BERISSO		CALLES	61	1923
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	BENJAMIN FRANKLIN	1769	1406
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CHACARITA	MARTIN I DE LOYOLA	1481	1414
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	SAN MARTIN	627	1004
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	TUCUMAN	944	1049
BUENOS AIRES	SAN MIGUEL	BELLA VISTA	PARTIDO GENERAL SARMIENTO	RIO NEGRO		
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	ING ANTONIO ARCOS	2368	1428
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA PUEYRREDON	AV S M DEL CARRIL	2285	1419
BUENOS AIRES	ALMIRANTE BROWN	ADROGUE	ALMIRANTE BROWN	A SOMELLERA	235	1846
SAN LUIS	CAPITAL	SAN LUIS		GRAL PAZ	446	5700
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VELEZ SARSFIELD	PJE MENENDEZ Y PELAYO	347	1407
BUENOS AIRES	AVELLANEDA	DOCK SUD		ING CARLOS TELLIER	1087	1871
BUENOS AIRES	ALMIRANTE BROWN	ADROGUE		AVENIDA JUAN DE GARAY	5414	1846
SANTA FE	ROSARIO	ROSARIO	CINCO ESQUINAS	OCAMPO	3656	2003
SALTA	GENERAL JOSE DE SAN MARTIN	EMBARCACION		CORDOBA	180	4550
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	VUELTA DE OBLIGADO	1970	1428
MENDOZA	GUAYMALLEN	VILLA NUEVA DE GUAYMALLEN		URQUIZA	315	5521
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	DR B DE IRIGOYEN	566	1072
SANTA FE		VERA		SAN MARTIN		3550
SANTA FE	CASEROS	CHAÑAR LADEADO		URQUIZA	851	2643
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	MONROE	2591	1428
CORDOBA	SAN JAVIER	VILLA DOLORES		BRIZUELA	16	5870
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	BRASIL	2547	1260
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	PBTO M ALBERTI	765	1223
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	PAUNERO	2778	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV GRAL JUAN M DE PUEYRREDON	1270	1118
LA PAMPA	MARACO	GENERAL PICO	CENTRO	CALLE 9	702	6360
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	SAN MARTIN	320	1004
BUENOS AIRES	SAN FERNANDO	SAN FERNANDO		ITUZAINGO	1080	1646
CORDOBA	MARCOS JUAREZ	CRUZ ALTA		LA RIOJA	1187	2189
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN CRISTOBAL	ESTADOS UNIDOS	2825	1227
SANTA FE	CASEROS	CASILDA	CENTRO	BUENOS AIRES	2123	2170
SAN LUIS		SAN LUIS		BARRIO SAN LUIS IV		5700
SANTA FE		SANTA FE		RIVADAVIA	3781	3000
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		FRAY JUSTO SANTAMARIA DE ORO	2278	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	COLEGIALES	P CONDE	718	1426
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	AVELINO DIAZ	2324	1406
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	AV GRAL SAN MARTIN	6437	1419
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	PJE CARABELAS	281	1009
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	HUMBOLDT	2443	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	LAVARDEN	143	1437
BUENOS AIRES	LANUS	LANUS OESTE	LANUS	AV PTE H YRIGOYEN	4124	1824
CORDOBA	CAPITAL	CORDOBA	ITUZAINGO ANEXO	FARADAY	5405	5020
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONTE CASTRO	PJE J VERDI	1790	1417
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA GENERAL MITRE	AV A ALVAREZ JONTE	1894	1416
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	ALFREDO R BUFANO	2800	1417
FORMOSA	FORMOSA	FORMOSA	SARMIENTO	GRAL MITRE	852	3600
BUENOS AIRES	VICENTE LOPEZ	MUNRO		ANTARTIDA ARGENTINA	2110	1605
BUENOS AIRES	ESTEBAN ECHEVERRIA	EL JAGUEL	EL JAGUEL	DR D ROCHA	2758	1842
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	ALF H BOUCHARD	547	1106
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	TALCAHUANO	1146	1013
MISIONES	CAPITAL	POSADAS	CENTRO	PRES BERNARDINO RIVADAVIA	1969	3300
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	GUIDO	1976	1119
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	VENEZUELA	925	1095
BUENOS AIRES	VILLA GESELL	VILLA GESELL		AVENIDA 1	1637	7165
CORDOBA	CALAMUCHITA	VILLA DEL DIQUE		TUCUMAN	44	5862
SANTA FE	ROSARIO	ROSARIO	ANTARTIDA ARGENTINA	PBTO NAVARRO	7824	2008
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	MAIPU	509	1006
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV E MADERO	1020	1106
BUENOS AIRES	LA MATANZA	RAMOS MEJIA		GRAL MITRE	55	1704
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	SANTIAGO J BYNON	6947	1408
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORDOBA	950	1054
BUENOS AIRES	LANUS	LANUS ESTE		CARLOS PELEGRINI		1824
MENDOZA		GODOY CRUZ		INDEPENDENCIA	929	5501
BUENOS AIRES		HURLINGHAM		BUSTAMANTE Y GUEVARA SECTOR		1686
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	ESTEBAN ECHEVERRIA	1822	1428
MENDOZA	GUAYMALLEN	CORONEL DORREGO		GRAL GERONIMO ESPEJO	1311	5519
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	DR P JOSE AGRELO	3979	1224
CORDOBA	CAPITAL	CORDOBA	MARECHAL	AV O PINTO	2051	5003
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	AV JUJUY	2090	1247
BUENOS AIRES	ESCOBAR	BELEN DE ESCOBAR		COLON	455	1625
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AV CALLAO	420	1022
CORDOBA	CAPITAL	CORDOBA	CENTRO	AV GRAL JOSE MARIA PAZ	174	5000
CORDOBA	CAPITAL	CORDOBA	PUEYRREDON	GRAL JUAN JOSE VIAMONTE	1362	5004
BUENOS AIRES	SAN ISIDRO	SAN ISIDRO		C ONELLI	611	1642
BUENOS AIRES	ALMIRANTE BROWN	BURZACO		J MELIAN	2147	1852
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	GRAL O HIGGINS	1841	1428
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	PTE H YRIGOYEN	3160	1207
MENDOZA	GUAYMALLEN	BERMEJO		A MATHUS HOYOS	900	5533
MENDOZA	CAPITAL	MENDOZA		REPUBLICA DE CHILE	709	5500
CORDOBA	CAPITAL	CORDOBA	VILLA URQUIZA	AV COLON	4850	5003
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHACABUCO	B FERNANDEZ MORENO	1143	1406
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	25 DE MAYO	487	1002
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV SANTA FE	3996	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	GARCIA DE COSSIO	5825	1408
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	DOMINGO F SARMIENTO	1562	1042
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA ORTUZAR	TRONADOR	935	1427
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	TUCUMAN	552	1049
MISIONES	OBERA	OBERA	VILLA ERASMIE	CATAMARCA	434	3360
BUENOS AIRES	TRES DE FEBRERO	CASEROS	PARTIDO 3 DE FEBRERO	AVENIDA SAN MARTIN		
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	PJE VOLTA	1810	1426
CORDOBA	CAPITAL	CORDOBA	LOS GIGANTES	DR SAAVEDRA LAMAS	667	5001
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	F LLAVALLOL	5425	1419
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	DOMINGO F SARMIENTO	552	1041
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	MAIPU	1300	1006
BUENOS AIRES	BRAGADO	BRAGADO		PRES BERNARDINO RIVADAVIA	1868	6640
MENDOZA	LAS HERAS	LAS HERAS		AV INDEPENDENCIA	2690	5539
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	RECONQUISTA	266	1003
SANTA FE		SANCTI SPIRITU		ZONA RURAL		2617
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOEDO	PUEBLO YAPEYU	858	1216
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV B RIVADAVIA	789	1002
MENDOZA	CAPITAL	MENDOZA		AV REP DE PERU	2453	5500
BUENOS AIRES	AVELLANEDA	AVELLANEDA		CABRAL SARGENTO	2	1870
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	AV F DE OLAZABAL	3650	1430
CORDOBA	CAPITAL	CORDOBA	YOFRE I	R DE CLAIRAC	1425	5013
SANTA FE	ROSARIO	ROSARIO	CENTRO	SAN LUIS	1759	2000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOEDO	C CALVO	3900	1230
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHACABUCO	AV ASAMBLEA	1442	1406
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	GRAL MANUEL N SAVIO	201	1426
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	AV LAFUENTE	365	1406
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	COLEGIALES	OLLEROS	3006	1426
BUENOS AIRES	PEHUAJO	PEHUAJO		CARLOS PELLEGRINI		6450
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	FGTA PTE SARMIENTO	1261	1416
SANTA FE	LA CAPITAL	SANTA FE		GRAL SAN MARTIN	2945	3000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	JOSE CAMILO PAZ	3154	1437
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AVDA MANUEL BELGRANO	2340	1096
BUENOS AIRES	GENERAL SAN MARTIN	VILLA BALLESTER		MARENGO	4417	1653
TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	CENTRO	GRAL SAN MARTIN	623	4000
BUENOS AIRES	CAMPANA	CAMPANA		AMEGHINO	52	2804
BUENOS AIRES	GENERAL PUEYRREDON	MAR DEL PLATA	VILLA LOURDES	CERRITO	968	7608
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	RECONQUISTA	266	1003
BUENOS AIRES	CASTELLI	CASTELLI		RN 2		7114
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	25 DE MAYO	277	1002
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	CONGRESO	5093	1431
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHACABUCO	AV DIRECTORIO	1662	1406
CORRIENTES		PASO DE LOS LIBRES		B 508		3230
BUENOS AIRES	ALMIRANTE BROWN	GLEW		AV H YRIGOYEN	19772	1856
MENDOZA	CAPITAL	MENDOZA		AV B MITRE	1558	5500
BUENOS AIRES	SAN ISIDRO	SAN ISIDRO		ISABEL LA CATOLICA	655	1642
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	CNEL P MURGUIONDO	2364	1440
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LUGANO	PJE J P CALOU	5426	1439
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	FLORIDA	801	1005
CHUBUT	ESCALANTE	COMODORO RIVADAVIA	CENTRO	ITALIA	834	9000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	AV DIRECTORIO	6875	1440
SANTA FE	ROSARIO	ROSARIO	CENTRO	SANTA FE	1026	2000
MENDOZA	SAN RAFAEL	SAN RAFAEL		INDEPENDENCIA	1292	5600
CORDOBA	CAPITAL	CORDOBA	NUEVA CORDOBA	BV CHACABUCO	716	5000
CORDOBA	RIO CUARTO	ADELIA MARIA		LAS HERAS	109	5843
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE AVELLANEDA	AV M EVA DUARTE DE PERON	4367	1407
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	AV GRAL SAN MARTIN	6921	1419
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	GRAL MITRE	2615	1039
BUENOS AIRES	MORON	HAEDO		SUIPACHA	1138	1706
BUENOS AIRES	DAIREAUX	SALAZAR		25 DE MAYO	492	6471
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		SEGUI F J ALMIRANTE	3672	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV PRES ROQUE SAENZ PEÑA	868	1035
LA RIOJA	CAPITAL	LA RIOJA		RP 5		5300
CORDOBA	CAPITAL	CORDOBA	CENTRO	ITUZAINGO	214	5000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AYACUCHO	983	1111
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	RECONQUISTA	617	1003
CORDOBA	CAPITAL	CORDOBA	CENTRO	BUENOS AIRES	346	5000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	CNEL J PRINGLES	995	1183
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV GRAL LAS HERAS	3231	1425
CORDOBA		CORDOBA		AVENIDA CARAFFA	1813	5000
CORDOBA	CAPITAL	CORDOBA	MIRADOR	E LEARTES	1938	5006
SANTA FE	ROSARIO	ROSARIO	DEL ABASTO	CORRIENTES	1935	2000
MENDOZA	CAPITAL	MENDOZA		AV GRAL SAN MARTIN	1152	5500
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	DR S SEGUROLA	3223	1417
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LUGANO	AV FERNANDEZ DE LA CRUZ	4602	1439
SAN LUIS	JUNIN	MERLO		LOS ALMENDROS	351	5881
BUENOS AIRES	SAN FERNANDO	VICTORIA		AV DEL LIB G SAN MARTIN	3194	1644
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BARRACAS	IRIARTE	2692	1291
BUENOS AIRES	TRES DE FEBRERO	LOMA HERMOSA		GUATEMALA	9897	1657
CORDOBA	PUNILLA	VILLA CARLOS PAZ	GIMENEZ CARENA	AV GRAL PAZ	250	5152
TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	CIUDADELA	MIGUEL LILLO	350	4000
CORDOBA	CAPITAL	CORDOBA	NUEVA CORDOBA	SAN LORENZO	291	5000
BUENOS AIRES	VICENTE LOPEZ	OLIVOS		CNEL J F BORGES	2120	1636
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	PARAGUAY	1367	1057
MENDOZA		MENDOZA		MINIST DE ECONOMIA CUERPO CENTRAL		5500
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORESTA	AV DR JUAN BAUTISTA JUSTO	6716	1407
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	JUAN M GUTIERREZ	3860	1425
BUENOS AIRES	FLORENCIO VARELA	FLORENCIO VARELA		13 DE DICIEMBRE		1888
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	JURAMENTO	750	1428
BUENOS AIRES	SAN FERNANDO	SAN FERNANDO		AV PTE J D PERON	2200	1646
CORDOBA	GENERAL SAN MARTIN	VILLA MARIA	CENTRO	JUJUY	1282	5900
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOEDO	AV SAN JUAN	4169	1233
BUENOS AIRES	TRES DE FEBRERO	CIUDADELA		AV DIAZ VELEZ	312	1702
CORDOBA	TERCERO ARRIBA	RIO TERCERO	CASTAGNINO	DR JUAN BAUTISTA JUSTO	659	5850
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	MAIPU	631	1006
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	IBARROLA	6437	1408
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	TUCUMAN	637	1049
SANTA FE	ROSARIO	ROSARIO	NUESTRA SEÑORA DE LOURDES	GRAL ALVEAR	1370	2000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VELEZ SARSFIELD	AV D OLIVERA	195	1407
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	MARTIN I DE LOYOLA	173	1414
LA PAMPA	CAPITAL	SANTA ROSA	CENTRO	AV PRES GRAL J A ROCA	706	6300
MENDOZA	MAIPU	COQUIMBITO		RODRIGUEZ PEÑA	6272	5513
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	TTE GRAL JUAN D PERON	679	1038
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	MONTIEL	2091	1440
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAAVEDRA	AV SAN ISIDRO	4736	1429
BUENOS AIRES	RIVADAVIA	AMERICA		TALCAHUANO	459	6237
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	LIMA	711	1073
CHUBUT	FUTALEUFU	ESQUEL	JORGE NEWBERY	AV AMEGHINO	1605	9200
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AYACUCHO	341	1025
CORDOBA	GENERAL SAN MARTIN	VILLA MARIA	PALERMO	CERVANTES	758	5900
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV E MADERO	942	1106
BUENOS AIRES	MALVINAS ARGENTINAS	TORTUGUITAS		LUIS MARIA DRAGO		
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	TINOGASTA	3860	1417
CORDOBA	CAPITAL	CORDOBA	CERRO DE LAS ROSAS	R FERREYRA	2075	5009
SANTA FE	IRIONDO	CORREA		25 DE MAYO	1019	2506
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUÑEZ	ING ANTONIO ARCOS	3631	1429
BUENOS AIRES	VICENTE LOPEZ	MUNRO		CNEL INTENDENTE AVALOS	3366	1605
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORDOBA	950	1054
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	B JUAREZ	3599	1419
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	ARENALES	1143	1061
