n_provincia	n_partido	n_localidad	n_barrio	n_calle	n_numero	n_CP
MENDOZA	SAN RAFAEL	SAN RAFAEL		CNEL SUAREZ	140	5600
BUENOS AIRES	VICENTE LOPEZ	OLIVOS		PRES ROQUE SAENZ PEÑA	1881	1636
BUENOS AIRES	ESCOBAR	BELEN DE ESCOBAR		AV GRAL SAN MARTIN	622	1625
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	BRAGADO	5950	1440
MENDOZA	CAPITAL	MENDOZA		PATRICIAS MENDOCINAS	1221	5500
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	M BALBASTRO	2229	1406
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		MONTE	4650	1407
ENTRE RIOS	PARANA	PARANA	QUINTAS AL SUR	AV DE LAS AMERICAS	2604	3100
BUENOS AIRES	GENERAL SAN MARTIN	VILLA CORONEL JOSE MARIA ZAPIOLAVILLA CURA BROCHERO		COLON	4447	1650
SANTA FE	ROSARIO	ROSARIO	REMEDIOS DE ESCALADA DE SAN MARTIN	SAN NICOLAS	888	2002
CORDOBA		VILLA MARIA		ALSINA	845	5900
SANTA FE	GENERAL OBLIGADO	RECONQUISTA		BV PTE H YRIGOYEN	201	3560
BUENOS AIRES	ZARATE	ZARATE		19 DE MARZO	333	2800
BUENOS AIRES	CHIVILCOY	CHIVILCOY		SAN MARTIN	68	6620
BUENOS AIRES	ESCOBAR	BELEN DE ESCOBAR		GRAL MANUEL BELGRANO	515	1625
SANTA FE	ROSARIO	ROSARIO	CENTRO	SAN JUAN	1132	2000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	BATALLA DE CHACABUCO	314	1069
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CHACARITA	M LEIVA	4083	1427
CORDOBA	CAPITAL	CORDOBA	YAPEYU	YATASTO	65	5004
CHUBUT	ESCALANTE	COMODORO RIVADAVIA	CENTRO	AV RIVADAVIA	540	9000
BUENOS AIRES	SAN ISIDRO	BOULOGNE SUR MER		PRES J FIGUEROA ALCORTA	1048	1609
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	J GUTENBERG	4130	1419
BUENOS AIRES	QUILMES	BERNAL OESTE		ZAPIOLA	4888	1876
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	JOSE A CAPDEVILA	3250	1431
BUENOS AIRES	AVELLANEDA	GERLI		GRAL LACARRA	1499	1870
BUENOS AIRES	SAN FERNANDO	VIRREYES		GRAL M DE AZCUENAGA	2190	1646
CORDOBA	CAPITAL	CORDOBA	SAN FRANCISCO	RIO NEGRO	1142	5010
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	AV GDOR E CASTRO	6505	1408
BUENOS AIRES	9 DE JULIO	9 DE JULIO		C GARDEL	820	6500
SANTA CRUZ	DESEADO	LAS HERAS		GDOR GREGORES	268	9017
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	TUCUMAN	825	1049
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV CNEL DIAZ	1826	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORRIENTES	531	1043
CORDOBA	UNION	BELL VILLE		25 DE MAYO	59	2550
CORDOBA	CAPITAL	CORDOBA	CENTRO	ITUZAINGO	219	5000
BUENOS AIRES	9 DE JULIO	9 DE JULIO		AV 25 DE MAYO	1065	6500
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	SDO DE LA INDEPENDENCIA	974	1426
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	DR L BELAUSTEGUI	1423	1416
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN JOSE VIAMONTE	1674	1055
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	M PEDRAZA	5544	1431
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	D E ZAVALETA	520	1437
BUENOS AIRES	LA MATANZA	SAN JUSTO		PICHINCHA	3161	1754
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	AV ENTRE RIOS	1931	1133
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	J DE AMENABAR	2298	1428
SANTA FE	ROSARIO	ROSARIO	NUESTRA SEÑORA DE LOURDES	SUIPACHA	1409	2002
BUENOS AIRES	BALCARCE	BALCARCE		SAN MARTIN	1410	1602
MENDOZA	CAPITAL	MENDOZA		GRAL GERONIMO ESPEJO	291	5500
TUCUMAN	JUAN B ALBERDI	JUAN BAUTISTA ALBERDI		LIDORO J QUINTEROS	502	4158
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CHACARITA	F DE AGUIRRE	1329	1414
LA PAMPA	CATRILO	LONQUIMAY		ITALIA	458	6352
SAN JUAN	CAPITAL	SAN JUAN		JUAN M DE PUEYRREDON SUR	145	5400
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AV CORRIENTES	3149	1193
BUENOS AIRES	NECOCHEA	QUEQUEN		CALLE 520	736	7631
BUENOS AIRES	GENERAL SAN MARTIN	VILLA GRANADEROS DE SAN MARTIN		ECUADOR	2879	1651
BUENOS AIRES	CHIVILCOY	CHIVILCOY		RIVADAVIA	15	6620
MENDOZA	MAIPU	MAIPU		CASTRO BARROS	3509	5515
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORRIENTES	485	1043
BUENOS AIRES	DE LA COSTA	MAR DE AJO		RIO PILCOMAYO		7109
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONTE CASTRO	AV A ALVAREZ JONTE	4212	1407
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN CRISTOBAL	PAVON	2964	1253
SAN JUAN	CAPITAL	SAN JUAN		GRAL M ACHA SUR	1481	5400
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOEDO	LAS CASAS	3596	1238
CORDOBA		VILLA BELGRANO		BLAS PASCAL	5569	5147
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		NUAEZ	4018	1430
SANTA FE	LA CAPITAL	SANTA FE		BAT DE SUIPACHA	2479	3000
NEUQUEN		NEUQUEN		COLLON CUNA	150	8300
BUENOS AIRES	AVELLANEDA	AVELLANEDA		SARMIENTO	97	1870
CORDOBA		BARRIO CONGRESO		TILQUICHO	559	5000
BUENOS AIRES	GENERAL MADARIAGA	GENERAL MADARIAGA		SARMIENTO	527	7163
BUENOS AIRES	LA MATANZA	GREGORIO DE LAFERRERE		AV LURO	4785	1757
BUENOS AIRES	QUILMES	QUILMES OESTE		AV LAMADRID	3754	1879
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	AV F BEIRO	3870	1419
BUENOS AIRES	TIGRE	DON TORCUATO		AV DEL LIB G SAN MARTIN	923	1611
ENTRE RIOS	CONCORDIA	CONCORDIA		BUENOS AIRES	223	3200
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	MARCO SASTRE	3288	1417
BUENOS AIRES	SAN ANTONIO DE ARECO	SAN ANTONIO DE ARECO		ALSINA	449	2760
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	AV CORDOBA	4744	1414
FORMOSA	FORMOSA	FORMOSA	SARMIENTO	RIVADAVIA	977	3600
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AV B RIVADAVIA	2678	1034
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	REP DE HONDURAS	3739	1180
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	DR A ALSINA	2184	1090
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	PJE MANCO CAPAC	1225	1406
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AV CORDOBA	1844	1120
BUENOS AIRES	LA MATANZA	RAFAEL CASTILLO		JOSE A BAZURCO	1850	1755
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LURO	JUAN MILTON	363	1407
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV GRAL LAS HERAS	3832	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN LAVALLE	465	1047
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AV JUJUY	84	1083
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	GRAL MITRE	2673	1039
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	V MARTINEZ	354	1406
SANTA FE	LA CAPITAL	SANTA FE	ZONA SUR PEDRO CANDIOTI	MONS V FAUSTINO ZASPE	3319	3000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	SANTOS DUMONT	2312	1426
BUENOS AIRES	ESCOBAR	BELEN DE ESCOBAR		TAPIA DE CRUZ		1625
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	REP ARABE SIRIA	2781	1425
BUENOS AIRES	LOMAS DE ZAMORA	BANFIELD		M CASTRO	1780	1828
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	AV TRIUNVIRATO	5737	1431
BUENOS AIRES	DOLORES	DOLORES		AV OLAVARRIA	102	7100
CORDOBA	RIO CUARTO	RIO CUARTO	LAS FERIAS	J BORDA	86	5800
BUENOS AIRES	MORON	MORON		HUMAITA	1260	1708
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	MONROE	4935	1431
BUENOS AIRES	LA MATANZA	SAN JUSTO		DR IGNACIO ARIETA	3817	1754
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOCA	AV ALTE G BROWN	768	1155
BUENOS AIRES	LOMAS DE ZAMORA	LOMAS DE ZAMORA		ITALIA	115	1832
CORDOBA	JUAREZ CELMAN	GENERAL DEHEZA		DOMINGO FRENCH	16	5923
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV PRES MANUEL QUINTANA	96	1014
BUENOS AIRES	ALMIRANTE BROWN	LONGCHAMPS		DR E FINOCHIETTO	1750	1854
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	ESMERALDA	715	1007
CHUBUT		COMODORO RIVADAVIA		LARREA		9000
BUENOS AIRES	GENERAL SAN MARTIN	VILLA BALLESTER		SAN LUIS	644	1653
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	GRAL SIMON BOLIVAR	391	1066
CORDOBA	RIO CUARTO	RIO CUARTO	CENTRO	BUENOS AIRES	659	5800
CORDOBA		FERREYRA	DEPARTAMENTO CAPITAL	AVENIDA MALAGUEAO		
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	ESTEBAN ARCE	348	1426
CORDOBA	CAPITAL	CORDOBA	PARQUE ALAMEDA	SOBERANIA NACIONAL	940	5016
CORDOBA	PUNILLA	VILLA CARLOS PAZ	LOTEO COSTA AZUL	PRES ROQUE SAENZ PEÑA	2485	5152
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA SOLDATI	LAGUNA	2935	1437
BUENOS AIRES	MORON	MORON		AV RIVADAVIA	18222	1708
BUENOS AIRES	MORON	MORON		AV RIVADAVIA	17520	1708
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	AV TRIUNVIRATO	4576	1431
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOCA	CNEL BRANDSEN	447	1161
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORRIENTES	456	1043
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	AV CORDOBA	3690	1188
SALTA	CAPITAL	SALTA	CENTRO	AV D F SARMIENTO	297	4400
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV PRES MANUEL QUINTANA	576	1129
SANTA FE		ROSARIO		PROLONGACION URUGUAY	7649	2000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	COLEGIALES	A DELGADO	860	1426
SANTA FE	ROSARIO	ROSARIO	NUESTRA SEÑORA DE LOURDES	SANTIAGO	1550	2000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	COLEGIALES	V AGUILAR	2436	1426
BUENOS AIRES	GENERAL SAN MARTIN	GENERAL SAN MARTIN		CALLE 56	1233	1650
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AV B RIVADAVIA	2284	1034
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	NICOLAS RODRIGUEZ PEÑA	1934	1021
CORDOBA	SANTA MARIA	MALAGUEÑO		BDIER F QUIROGA	388	5101
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA PUEYRREDON	LADINES	3175	1419
BUENOS AIRES	ESTEBAN ECHEVERRIA	MONTE GRANDE	ESTEBAN ECHEVERRIA	ALFEREZ A SARDI	475	1842
MENDOZA	CAPITAL	MENDOZA		DOMINGO F SARMIENTO	107	5500
SANTA FE	ROSARIO	VILLA GOBERNADOR GALVEZ		AV GRAL SAN MARTIN	2524	2124
BUENOS AIRES	LANUS	MONTE CHINGOLO	VILLA DE LAS HIGUERITAS	MAGDALENA	370	1825
BUENOS AIRES	LA MATANZA	RAMOS MEJIA		COLON	952	1704
SIN PROVINCIA		SIN LOCALIDAD		CALLE 17	630	1870
CORDOBA		LA CUMBRE	DEPARTAMENTO PUNILLA	BELGRANO		
BUENOS AIRES	LANUS	LANUS OESTE	VILLA ATLANTIDA	AV PTE H YRIGOYEN	3185	1824
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	PEÑA	2191	1126
CORDOBA	CAPITAL	CORDOBA	NUEVA CORDOBA	OBISPO DE ORO	50	5000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LUGANO	JOSE J ARAUJO	2980	1439
SANTA CRUZ	DESEADO	LAS HERAS		AV PERITO F P MORENO	533	9017
BUENOS AIRES	LA MATANZA	LA TABLADA	VILLA INSUPERABLE	ARAOZ	414	1766
SANTA FE	LA CAPITAL	SANTA FE	SIETE JEFES	FRANCISCO DE LAPRIDA	3881	3000
CHACO	MAYOR LUIS J FONTANA	VILLA ANGELA		AV COLON	1000	3540
CORDOBA	CAPITAL	CORDOBA	CENTRO	SANTA ROSA	157	5000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LUGANO	SOLDADO DE LA FRONTERA	5530	1439
SIN PROVINCIA		SIN LOCALIDAD		S/N		
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	ARAOZ	1096	1414
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHAS	AV DE LOS CONSTITUYENTES	3671	1431
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	SAN JOSE	831	1076
SANTA FE		ROSARIO		LAMADRID		2000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VERSALLES	BRUSELAS	550	1408
BUENOS AIRES	AVELLANEDA	AVELLANEDA		SARMIENTO	56	1870
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	AV A ALCORTA	2862	1437
CORRIENTES				COLONIA SAN JUSTO		3342
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AV PASEO COLON	279	1063
SANTA FE	ROSARIO	ROSARIO	CENTRO	ENTRE RIOS	1392	2000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	TALCAHUANO	768	1013
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	E LAMARCA	3758	1419
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN LAVALLE	1447	1048
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAAVEDRA	VILELA	2866	1429
SANTA FE	SAN LORENZO	SAN LORENZO		C HUNZINGER	434	2200
BUENOS AIRES	LANUS	LANUS OESTE	VILLA EDEN ARGENTINO	ESTADOS UNIDOS	3717	1824
BUENOS AIRES	BOLIVAR	BOLIVAR		AV PRES BARTOLOME MITRE	374	6550
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	ACOYTE	519	1405
ENTRE RIOS	PARANA	PARANA	SAENZ PEÑA	GUALEGUAYCHU	73	3100
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	URUGUAY	362	1015
CORDOBA	PRESIDENTE ROQUE SAENZ PEÑA	GENERAL LEVALLE		PRES BERNARDINO RIVADAVIA	153	6132
CORDOBA	RIO CUARTO	ADELIA MARIA		DR L PASTEUR	41	5843
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA SANTA RITA	ESCALADA DE SAN MARTIN	2901	1416
LA PAMPA	CONHELO	EDUARDO CASTEX		JOSE M ESTRADA	1255	6380
NEUQUEN	PEHUENCHES	RINCON DE LOS SAUCES		BO PARQUE INDUSTRIAL		8319
SANTA FE	SAN LORENZO	CARCARAÑA		ALBERDI	1229	2138
BUENOS AIRES	CHIVILCOY	CHIVILCOY		ALSINA	126	6620
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	AV INDEPENDENCIA	3311	1225
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORESTA	CLAUDIO M CUENCA	490	1406
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOEDO	M DE SALCEDO	3520	1259
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AUSTRIA	2351	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	MANUEL ARTIGAS	6344	1440
BUENOS AIRES	GENERAL SAN MARTIN	GENERAL SAN MARTIN	PTDO. GENERAL SAN MARTIN	SOLDADO DE LAS MALVINAS		
CORDOBA	CAPITAL	CORDOBA		FUERZA AEREA ARG	5500	5011
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	TILCARA	3120	1437
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	MEDRANO	1059	1179
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	PARAGUAY	786	1057
SANTA FE	ROSARIO	ROSARIO	CENTRO	CORDOBA	1602	2000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LUGANO	OLIDEN	3816	1439
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	PJE PERNAMBUCO	2380	1416
BUENOS AIRES	VICENTE LOPEZ	FLORIDA OESTE		AV PTE H YRIGOYEN	4503	1602
CORRIENTES	CAPITAL	CORRIENTES	CENTRO	SAN JUAN	1149	3400
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	RECONQUISTA	661	1003
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONTE CASTRO	SANTO TOME	5027	1417
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	GRAL M DE AZCUENAGA	1093	1115
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	AV FERNANDEZ DE LA CRUZ	980	1437
SAN LUIS		SAN LUIS		AVENIDA SUCRE	1567	5700
BUENOS AIRES	LOMAS DE ZAMORA	LOMAS DE ZAMORA		AV PTE H YRIGOYEN	8353	1832
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN JOSE VIAMONTE	824	1053
BUENOS AIRES	GENERAL SAN MARTIN	VILLA BALLESTER		FRATERNIDAD	1910	1653
CHUBUT	RAWSON	TRELEW		AV M EVA DUARTE DE PERON	17000	9100
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LURO	AV ALBERDI	4501	1407
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV L N ALEM	896	1001
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORESTA	SAN NICOLAS	368	1407
SALTA	CAPITAL	SALTA	CAMPO CASEROS	GRAL R ALVARADO	1819	4400
SANTA CRUZ	DESEADO	LAS HERAS		JOSE M ESTRADA	302	9017
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	AV NAZCA	3103	1417
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONTE CASTRO	JUAN A GARCIA	5291	1407
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	DOMINGO F SARMIENTO	3108	1196
BUENOS AIRES	TRES DE FEBRERO	CIUDADELA		AV MILITAR	3635	1702
BUENOS AIRES	ZARATE	ZARATE		CASTELLI	588	2800
CORDOBA	SAN JAVIER	VILLA DOLORES		URQUIZA		5870
BUENOS AIRES	GENERAL PUEYRREDON	MAR DEL PLATA	LOS PINARES	J LOPEZ DE GOMARA	5761	7604
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	BACACAY	2685	1406
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	M GARCIA	352	1284
MENDOZA	CAPITAL	MENDOZA		REPUBLICA DE CHILE	829	5500
MENDOZA	CAPITAL	MENDOZA		CNEL PLAZA	446	5500
BUENOS AIRES		ARRECIFES		RUTA NAC. NA 8 Y NA 51 S/N		2740
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	DR M MORENO	1424	1093
LA PAMPA	MARACO	GENERAL PICO		CRUCERO GENERAL BELGRANO		6360
CORDOBA	CAPITAL	CORDOBA	SUD AMEGHINO	URITORCO	3554	5011
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	PIEDRAS	1363	1140
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	PTE H YRIGOYEN	1174	1086
TIERRA DEL FUEGO	USHUAIA	USHUAIA	CENTRO	AV GRAL SAN MARTIN	740	9410
MENDOZA	SAN RAFAEL	SAN RAFAEL		EL CHAÑARAL	2699	5600
BUENOS AIRES	AVELLANEDA	AVELLANEDA		GRAL JUAN LAVALLE	19	1870
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	M RIGLOS	108	1424
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VELEZ SARSFIELD	CAJARAVILLA	4167	1407
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	PEDRO D MURILLO	1080	1414
BUENOS AIRES	PEHUAJO	PEHUAJO		C OYUELA	260	6450
SANTA FE	CASEROS	AREQUITO		AV DE MAYO	1250	2183
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	JUNCAL	615	1062
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	VIRREY VERTIZ	1710	1426
CORRIENTES		CORRIENTES		CRUZ DE EJE		3400
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONTE CASTRO	PJE ALBANIA	4675	1407
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	PERU	556	1068
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	AV B RIVADAVIA	6081	1406
SANTA FE	ROSARIO	ROSARIO	NUESTRA SEÑORA DE LOURDES	SAN LUIS	3028	2002
BUENOS AIRES	QUILMES	BERNAL ESTE		LINIERS	793	1876
MENDOZA		MENDOZA		25 DE MAYO	537	5500
